	Zn	bo
OG0003848	Znev_00311	Bo_m.354942
OG0003849	Znev_00323	Bo_m.254279
OG0003850	Znev_16498	Bo_m.257771
OG0003851	Znev_16504	Bo_m.266192
OG0003852	Znev_16511	Bo_m.104510
OG0003853	Znev_15025	Bo_m.296455
OG0003854	Znev_15026	Bo_m.296452
OG0003855	Znev_15027	Bo_m.174163
OG0003856	Znev_15028	Bo_m.37299
OG0003857	Znev_12279	Bo_m.230753
OG0003858	Znev_12285	Bo_m.297424
OG0003859	Znev_12286	Bo_m.125075
OG0003860	Znev_12289	Bo_m.334039
OG0003861	Znev_18779	Bo_m.23972
OG0003862	Znev_18200	Bo_m.230549
OG0003863	Znev_10219	Bo_m.296235
OG0003864	Znev_10220	Bo_m.227367
OG0003865	Znev_10224	Bo_m.190697
OG0003866	Znev_10225	Bo_m.190698
OG0003867	Znev_10226	Bo_m.27637
OG0003868	Znev_10227	Bo_m.283936
OG0003869	Znev_10228	Bo_m.350977
OG0003870	Znev_10232	Bo_m.380299
OG0003871	Znev_10233	Bo_m.34021
OG0003872	Znev_10235	Bo_m.279153
OG0003873	Znev_14581	Bo_m.186027
OG0003874	Znev_14583	Bo_m.93023
OG0003875	Znev_14584	Bo_m.93037
OG0003876	Znev_14586	Bo_m.45151
OG0003877	Znev_00722	Bo_m.365314
OG0003878	Znev_00725	Bo_m.224834
OG0003879	Znev_00726	Bo_m.301410
OG0003880	Znev_00733	Bo_m.132493
OG0003881	Znev_00736	Bo_m.278358
OG0003882	Znev_00738	Bo_m.180084
OG0003883	Znev_00739	Bo_m.205335
OG0003884	Znev_00740	Bo_m.56003
OG0003885	Znev_00741	Bo_m.379932
OG0003886	Znev_00742	Bo_m.114398
OG0003887	Znev_00753	Bo_m.126891
OG0003888	Znev_00756	Bo_m.280062
OG0003889	Znev_00757	Bo_m.377221
OG0003890	Znev_00758	Bo_m.129004
OG0003891	Znev_00760	Bo_m.79431
OG0003892	Znev_00762	Bo_m.346942
OG0003893	Znev_00767	Bo_m.342595
OG0003894	Znev_00768	Bo_m.342598
OG0003895	Znev_00769	Bo_m.251768
OG0003896	Znev_00770	Bo_m.75045
OG0003897	Znev_00771	Bo_m.179555
OG0003898	Znev_00772	Bo_m.293171
OG0003899	Znev_00774	Bo_m.79743
OG0003900	Znev_00776	Bo_m.155598
OG0003901	Znev_00777	Bo_m.316881
OG0003902	Znev_00779	Bo_m.322715
OG0003903	Znev_00783	Bo_m.331913
OG0003904	Znev_00789	Bo_m.329903
OG0003905	Znev_00790	Bo_m.16772
OG0003906	Znev_00792	Bo_m.90075
OG0003907	Znev_00793	Bo_m.265533
OG0003908	Znev_00794	Bo_m.205373
OG0003909	Znev_00799	Bo_m.155087
OG0003910	Znev_00805	Bo_m.268921
OG0003911	Znev_00806	Bo_m.155325
OG0003912	Znev_16549	Bo_m.336324
OG0003913	Znev_16554	Bo_m.282660
OG0003914	Znev_16563	Bo_m.375819
OG0003915	Znev_12030	Bo_m.209512
OG0003916	Znev_12033	Bo_m.230689
OG0003917	Znev_12036	Bo_m.79634
OG0003918	Znev_12039	Bo_m.277194
OG0003919	Znev_12040	Bo_m.266606
OG0003920	Znev_12041	Bo_m.346239
OG0003921	Znev_18052	Bo_m.173635
OG0003922	Znev_13644	Bo_m.359426
OG0003923	Znev_02129	Bo_m.168148
OG0003924	Znev_02130	Bo_m.291623
OG0003925	Znev_02131	Bo_m.290011
OG0003926	Znev_02132	Bo_m.252858
OG0003927	Znev_02134	Bo_m.330594
OG0003928	Znev_02135	Bo_m.35591
OG0003929	Znev_02136	Bo_m.246014
OG0003930	Znev_02137	Bo_m.362321
OG0003931	Znev_02139	Bo_m.49878
OG0003932	Znev_02140	Bo_m.42928
OG0003933	Znev_02142	Bo_m.130965
OG0003934	Znev_02145	Bo_m.167767
OG0003935	Znev_02146	Bo_m.38760
OG0003936	Znev_02147	Bo_m.82358
OG0003937	Znev_02148	Bo_m.19066
OG0003938	Znev_02150	Bo_m.133510
OG0003939	Znev_02152	Bo_m.133508
OG0003940	Znev_02154	Bo_m.201287
OG0003941	Znev_02155	Bo_m.167414
OG0003942	Znev_02156	Bo_m.115240
OG0003943	Znev_02159	Bo_m.79829
OG0003944	Znev_02160	Bo_m.94997
OG0003945	Znev_02161	Bo_m.136742
OG0003946	Znev_02163	Bo_m.302893
OG0003947	Znev_02165	Bo_m.127225
OG0003948	Znev_02166	Bo_m.170302
OG0003949	Znev_02168	Bo_m.275034
OG0003950	Znev_02169	Bo_m.113821
OG0003951	Znev_02170	Bo_m.108094
OG0003952	Znev_02171	Bo_m.108096
OG0003953	Znev_02172	Bo_m.108095
OG0003954	Znev_02175	Bo_m.36916
OG0003955	Znev_02178	Bo_m.276812
OG0003956	Znev_02179	Bo_m.255492
OG0003957	Znev_02180	Bo_m.306184
OG0003958	Znev_02185	Bo_m.373809
OG0003959	Znev_02187	Bo_m.342180
OG0003960	Znev_02188	Bo_m.279374
OG0003961	Znev_02189	Bo_m.152826
OG0003962	Znev_13589	Bo_m.350989
OG0003963	Znev_13593	Bo_m.200304
OG0003964	Znev_13595	Bo_m.261511
OG0003965	Znev_06313	Bo_m.111812
OG0003966	Znev_06317	Bo_m.140695
OG0003967	Znev_06318	Bo_m.264423
OG0003968	Znev_06323	Bo_m.307837
OG0003969	Znev_06325	Bo_m.11221
OG0003970	Znev_06326	Bo_m.304429
OG0003971	Znev_06330	Bo_m.372895
OG0003972	Znev_06333	Bo_m.307304
OG0003973	Znev_06335	Bo_m.29044
OG0003974	Znev_06337	Bo_m.194798
OG0003975	Znev_06338	Bo_m.122713
OG0003976	Znev_06340	Bo_m.200603
OG0003977	Znev_17217	Bo_m.108372
OG0003978	Znev_10855	Bo_m.211750
OG0003979	Znev_10858	Bo_m.192273
OG0003980	Znev_10860	Bo_m.34238
OG0003981	Znev_10862	Bo_m.226643
OG0003982	Znev_10865	Bo_m.38297
OG0003983	Znev_10867	Bo_m.49688
OG0003984	Znev_10868	Bo_m.82013
OG0003985	Znev_10869	Bo_m.354494
OG0003986	Znev_10870	Bo_m.55559
OG0003987	Znev_18641	Bo_m.175110
OG0003988	Znev_02252	Bo_m.32939
OG0003989	Znev_02253	Bo_m.331997
OG0003990	Znev_02254	Bo_m.124763
OG0003991	Znev_02255	Bo_m.297484
OG0003992	Znev_02256	Bo_m.126868
OG0003993	Znev_02258	Bo_m.109248
OG0003994	Znev_02259	Bo_m.193616
OG0003995	Znev_02261	Bo_m.339316
OG0003996	Znev_02262	Bo_m.204439
OG0003997	Znev_02263	Bo_m.162589
OG0003998	Znev_02267	Bo_m.67196
OG0003999	Znev_02269	Bo_m.213196
OG0004000	Znev_02271	Bo_m.97897
OG0004001	Znev_02273	Bo_m.119244
OG0004002	Znev_02275	Bo_m.269150
OG0004003	Znev_02276	Bo_m.250679
OG0004004	Znev_02278	Bo_m.229665
OG0004005	Znev_02280	Bo_m.349903
OG0004006	Znev_02281	Bo_m.301276
OG0004007	Znev_02282	Bo_m.352907
OG0004008	Znev_02283	Bo_m.336648
OG0004009	Znev_02284	Bo_m.214102
OG0004010	Znev_02287	Bo_m.319907
OG0004011	Znev_02288	Bo_m.244077
OG0004012	Znev_02291	Bo_m.60155
OG0004013	Znev_02292	Bo_m.343143
OG0004014	Znev_02295	Bo_m.128827
OG0004015	Znev_02297	Bo_m.303189
OG0004016	Znev_02300	Bo_m.204580
OG0004017	Znev_02305	Bo_m.258875
OG0004018	Znev_02307	Bo_m.158512
OG0004019	Znev_02308	Bo_m.17603
OG0004020	Znev_02309	Bo_m.270821
OG0004021	Znev_17369	Bo_m.52528
OG0004022	Znev_17372	Bo_m.229911
OG0004023	Znev_15632	Bo_m.296441
OG0004024	Znev_15634	Bo_m.314640
OG0004025	Znev_08970	Bo_m.227971
OG0004026	Znev_08971	Bo_m.298324
OG0004027	Znev_08972	Bo_m.257038
OG0004028	Znev_08976	Bo_m.300819
OG0004029	Znev_08977	Bo_m.26260
OG0004030	Znev_08980	Bo_m.303394
OG0004031	Znev_08981	Bo_m.295928
OG0004032	Znev_08982	Bo_m.274155
OG0004033	Znev_08983	Bo_m.294703
OG0004034	Znev_08985	Bo_m.25381
OG0004035	Znev_08987	Bo_m.34045
OG0004036	Znev_08989	Bo_m.324015
OG0004037	Znev_08991	Bo_m.72061
OG0004038	Znev_14368	Bo_m.142901
OG0004039	Znev_14375	Bo_m.138024
OG0004040	Znev_00810	Bo_m.250216
OG0004041	Znev_00811	Bo_m.296727
OG0004042	Znev_00812	Bo_m.359290
OG0004043	Znev_00813	Bo_m.375387
OG0004044	Znev_00814	Bo_m.145717
OG0004045	Znev_00815	Bo_m.195356
OG0004046	Znev_00816	Bo_m.201976
OG0004047	Znev_00818	Bo_m.61343
OG0004048	Znev_00822	Bo_m.257200
OG0004049	Znev_00824	Bo_m.71451
OG0004050	Znev_00828	Bo_m.375576
OG0004051	Znev_00829	Bo_m.230115
OG0004052	Znev_00835	Bo_m.3429
OG0004053	Znev_00836	Bo_m.159970
OG0004054	Znev_00845	Bo_m.89888
OG0004055	Znev_00846	Bo_m.299747
OG0004056	Znev_00847	Bo_m.261676
OG0004057	Znev_00849	Bo_m.203573
OG0004058	Znev_00850	Bo_m.319878
OG0004059	Znev_00852	Bo_m.336873
OG0004060	Znev_00854	Bo_m.45220
OG0004061	Znev_00856	Bo_m.225341
OG0004062	Znev_00859	Bo_m.274837
OG0004063	Znev_00864	Bo_m.372205
OG0004064	Znev_00865	Bo_m.268125
OG0004065	Znev_00866	Bo_m.268007
OG0004066	Znev_00867	Bo_m.114204
OG0004067	Znev_00869	Bo_m.298398
OG0004068	Znev_00870	Bo_m.104348
OG0004069	Znev_00875	Bo_m.292832
OG0004070	Znev_00876	Bo_m.203959
OG0004071	Znev_00877	Bo_m.37070
OG0004072	Znev_00878	Bo_m.337345
OG0004073	Znev_00880	Bo_m.357060
OG0004074	Znev_00894	Bo_m.266750
OG0004075	Znev_16801	Bo_m.44715
OG0004076	Znev_09372	Bo_m.60460
OG0004077	Znev_09374	Bo_m.310229
OG0004078	Znev_09377	Bo_m.331742
OG0004079	Znev_09382	Bo_m.184312
OG0004080	Znev_09383	Bo_m.184313
OG0004081	Znev_09384	Bo_m.253037
OG0004082	Znev_09386	Bo_m.274032
OG0004083	Znev_09392	Bo_m.58350
OG0004084	Znev_18361	Bo_m.10997
OG0004085	Znev_09050	Bo_m.304281
OG0004086	Znev_09052	Bo_m.186912
OG0004087	Znev_09060, Znev_11214	
OG0004088	Znev_09068	Bo_m.364144
OG0004089	Znev_16972	Bo_m.319178
OG0004090	Znev_09271	Bo_m.363079
OG0004091	Znev_09272	Bo_m.273671
OG0004092	Znev_09276	Bo_m.349877
OG0004093	Znev_09277	Bo_m.117076
OG0004094	Znev_09278	Bo_m.295978
OG0004095	Znev_09279	Bo_m.38344
OG0004096	Znev_09280	Bo_m.294244
OG0004097	Znev_09281	Bo_m.360272
OG0004098	Znev_09285	Bo_m.370739
OG0004099	Znev_09286	Bo_m.309748
OG0004100	Znev_09287	Bo_m.11883
OG0004101	Znev_09290	Bo_m.72143
OG0004102	Znev_09291	Bo_m.86456
OG0004103	Znev_09292	Bo_m.169649
OG0004104	Znev_09293	Bo_m.335785
OG0004105	Znev_09294	Bo_m.335787
OG0004106	Znev_18419	Bo_m.331036
OG0004107	Znev_18420	Bo_m.309000
OG0004108	Znev_10472	Bo_m.292152
OG0004109	Znev_10474	Bo_m.129602
OG0004110	Znev_10476	Bo_m.305568
OG0004111	Znev_10477	Bo_m.134857
OG0004112	Znev_10478	Bo_m.139196
OG0004113	Znev_10480	Bo_m.174190
OG0004114	Znev_10481	Bo_m.290662
OG0004115	Znev_10482	Bo_m.162811
OG0004116	Znev_10489	Bo_m.185440
OG0004117	Znev_18280	Bo_m.118910
OG0004118	Znev_16017	Bo_m.120718
OG0004119	Znev_14095	Bo_m.231427
OG0004120	Znev_14101	Bo_m.160066
OG0004121	Znev_14613	Bo_m.246383
OG0004122	Znev_14614	Bo_m.334302
OG0004123	Znev_14618	Bo_m.324739
OG0004124	Znev_15254	Bo_m.146703
OG0004125	Znev_15083	Bo_m.230301
OG0004126	Znev_13723	Bo_m.341988
OG0004127	Znev_15510	Bo_m.187629
OG0004128	Znev_09525	Bo_m.361004
OG0004129	Znev_09526	Bo_m.362083
OG0004130	Znev_09528	Bo_m.103394
OG0004131	Znev_09531	Bo_m.354863
OG0004132	Znev_09532	Bo_m.332860
OG0004133	Znev_09533	Bo_m.250451
OG0004134	Znev_09536	Bo_m.320580
OG0004135	Znev_09537	Bo_m.269563
OG0004136	Znev_09538	Bo_m.248135
OG0004137	Znev_09539	Bo_m.304432
OG0004138	Znev_09540	Bo_m.303463
OG0004139	Znev_18078	Bo_m.310490
OG0004140	Znev_13502	Bo_m.227331
OG0004141	Znev_13505	Bo_m.287858
OG0004142	Znev_13506	Bo_m.293558
OG0004143	Znev_13508	Bo_m.214059
OG0004144	Znev_18550	Bo_m.32944
OG0004145	Znev_00003	Bo_m.181906
OG0004146	Znev_00004	Bo_m.74109
OG0004147	Znev_00006	Bo_m.250258
OG0004148	Znev_00008	Bo_m.231665
OG0004149	Znev_00009	Bo_m.347465
OG0004150	Znev_00010	Bo_m.33712
OG0004151	Znev_00014	Bo_m.250627
OG0004152	Znev_00015	Bo_m.378593
OG0004153	Znev_00019	Bo_m.103189
OG0004154	Znev_00026	Bo_m.123013
OG0004155	Znev_00027	Bo_m.303727
OG0004156	Znev_00028	Bo_m.280830
OG0004157	Znev_00030	Bo_m.39356
OG0004158	Znev_00031	Bo_m.41496
OG0004159	Znev_00032	Bo_m.133215
OG0004160	Znev_00036	Bo_m.146885
OG0004161	Znev_00038	Bo_m.342079
OG0004162	Znev_00041	Bo_m.210138
OG0004163	Znev_00045	Bo_m.284801
OG0004164	Znev_00049	Bo_m.292248
OG0004165	Znev_00050	Bo_m.365551
OG0004166	Znev_00055	Bo_m.274381
OG0004167	Znev_00056	Bo_m.193025
OG0004168	Znev_00059	Bo_m.205263
OG0004169	Znev_00060	Bo_m.355950
OG0004170	Znev_00069	Bo_m.39736
OG0004171	Znev_00070	Bo_m.39737
OG0004172	Znev_00072	Bo_m.338818
OG0004173	Znev_00075	Bo_m.166317
OG0004174	Znev_00076	Bo_m.357583
OG0004175	Znev_00079	Bo_m.47855
OG0004176	Znev_00080	Bo_m.199569
OG0004177	Znev_00082	Bo_m.277943
OG0004178	Znev_00083	Bo_m.31997
OG0004179	Znev_00084	Bo_m.77067
OG0004180	Znev_00093	Bo_m.309720
OG0004181	Znev_00094	Bo_m.336301
OG0004182	Znev_00095	Bo_m.108449
OG0004183	Znev_00096	Bo_m.49397
OG0004184	Znev_00099	Bo_m.128787
OG0004185	Znev_00100	Bo_m.117004
OG0004186	Znev_00101	Bo_m.98698
OG0004187	Znev_00102	Bo_m.98718
OG0004188	Znev_00103	Bo_m.376662
OG0004189	Znev_00108	Bo_m.66683
OG0004190	Znev_00113	Bo_m.166347
OG0004191	Znev_00116	Bo_m.268068
OG0004192	Znev_00119	Bo_m.119617
OG0004193	Znev_00122	Bo_m.120603
OG0004194	Znev_00123	Bo_m.153675
OG0004195	Znev_00124	Bo_m.69618
OG0004196	Znev_00125	Bo_m.208775
OG0004197	Znev_00127	Bo_m.351396
OG0004198	Znev_00129	Bo_m.72952
OG0004199	Znev_00132	Bo_m.72629
OG0004200	Znev_00133	Bo_m.60837
OG0004201	Znev_00139	Bo_m.145211
OG0004202	Znev_00140	Bo_m.145210
OG0004203	Znev_00141	Bo_m.103848
OG0004204	Znev_00144	Bo_m.325356
OG0004205	Znev_00145	Bo_m.333166
OG0004206	Znev_00147	Bo_m.103204
OG0004207	Znev_00148	Bo_m.352503
OG0004208	Znev_00152	Bo_m.78751
OG0004209	Znev_00153	Bo_m.65792
OG0004210	Znev_00154	Bo_m.134444
OG0004211	Znev_00155	Bo_m.292919
OG0004212	Znev_00161	Bo_m.348976
OG0004213	Znev_00167	Bo_m.134021
OG0004214	Znev_00169	Bo_m.64490
OG0004215	Znev_16515	Bo_m.102175
OG0004216	Znev_16520	Bo_m.17714
OG0004217	Znev_16521	Bo_m.332155
OG0004218	Znev_16525	Bo_m.128365
OG0004219	Znev_16527	Bo_m.303909
OG0004220	Znev_16528	Bo_m.380723
OG0004221	Znev_16529	Bo_m.1375
OG0004222	Znev_16530	Bo_m.259160
OG0004223	Znev_16531	Bo_m.152868
OG0004224	Znev_14365	Bo_m.31115
OG0004225	Znev_14588	Bo_m.227509
OG0004226	Znev_14592	Bo_m.230049
OG0004227	Znev_14594	Bo_m.113340
OG0004228	Znev_10259	Bo_m.192954
OG0004229	Znev_10266	Bo_m.238820
OG0004230	Znev_10268	Bo_m.310876
OG0004231	Znev_10274	Bo_m.194777
OG0004232	Znev_17651	Bo_m.238812
OG0004233	Znev_17652	Bo_m.225743
OG0004234	Znev_14625	Bo_m.208417
OG0004235	Znev_14628	Bo_m.226440
OG0004236	Znev_14630	Bo_m.51332
OG0004237	Znev_18185	Bo_m.20558
OG0004238	Znev_05149	Bo_m.304602
OG0004239	Znev_05152	Bo_m.298508
OG0004240	Znev_05153	Bo_m.127673
OG0004241	Znev_05156	Bo_m.126472
OG0004242	Znev_05158	Bo_m.303948
OG0004243	Znev_05159	Bo_m.303953
OG0004244	Znev_05160	Bo_m.340739
OG0004245	Znev_05163	Bo_m.111298
OG0004246	Znev_05167	Bo_m.189173
OG0004247	Znev_05168	Bo_m.374896
OG0004248	Znev_05169	Bo_m.232899
OG0004249	Znev_05170	Bo_m.83144
OG0004250	Znev_05171	Bo_m.124807
OG0004251	Znev_05173	Bo_m.268893
OG0004252	Znev_05174	Bo_m.216264
OG0004253	Znev_05175	Bo_m.372691
OG0004254	Znev_05176	Bo_m.195698
OG0004255	Znev_05178	Bo_m.195683
OG0004256	Znev_05179	Bo_m.195704
OG0004257	Znev_05183	Bo_m.298447
OG0004258	Znev_05184	Bo_m.74993
OG0004259	Znev_18441	Bo_m.305731
OG0004260	Znev_03898	Bo_m.146151
OG0004261	Znev_03902	Bo_m.322400
OG0004262	Znev_03903	Bo_m.202209
OG0004263	Znev_03904	Bo_m.240552
OG0004264	Znev_03906	Bo_m.372773
OG0004265	Znev_03907	Bo_m.354498
OG0004266	Znev_03909	Bo_m.328043
OG0004267	Znev_03911	Bo_m.130799
OG0004268	Znev_03914	Bo_m.152191
OG0004269	Znev_03915	Bo_m.26942
OG0004270	Znev_03916	Bo_m.304744
OG0004271	Znev_03917	Bo_m.135284
OG0004272	Znev_03918	Bo_m.135314
OG0004273	Znev_03920	Bo_m.307186
OG0004274	Znev_03923	Bo_m.325586
OG0004275	Znev_03925	Bo_m.66995
OG0004276	Znev_03927	Bo_m.277521
OG0004277	Znev_03928	Bo_m.202042
OG0004278	Znev_03930	Bo_m.334825
OG0004279	Znev_03931	Bo_m.341913
OG0004280	Znev_03932	Bo_m.296571
OG0004281	Znev_03934	Bo_m.145655
OG0004282	Znev_03935	Bo_m.93948
OG0004283	Znev_03936	Bo_m.142080
OG0004284	Znev_03941	Bo_m.72113
OG0004285	Znev_03943	Bo_m.361156
OG0004286	Znev_17909	Bo_m.144576
OG0004287	Znev_04555	Bo_m.344549
OG0004288	Znev_04556	Bo_m.2296
OG0004289	Znev_04558	Bo_m.37166
OG0004290	Znev_04559	Bo_m.183559
OG0004291	Znev_04560	Bo_m.316236
OG0004292	Znev_04564	Bo_m.311076
OG0004293	Znev_04566	Bo_m.340833
OG0004294	Znev_04569	Bo_m.139162
OG0004295	Znev_04570	Bo_m.37437
OG0004296	Znev_04571	Bo_m.222011
OG0004297	Znev_04574	Bo_m.299355
OG0004298	Znev_04576	Bo_m.301959
OG0004299	Znev_04579	Bo_m.22528
OG0004300	Znev_04580	Bo_m.343532
OG0004301	Znev_04583	Bo_m.72808
OG0004302	Znev_04588	Bo_m.54286
OG0004303	Znev_04589	Bo_m.25210
OG0004304	Znev_04592	Bo_m.263149
OG0004305	Znev_04593	Bo_m.320528
OG0004306	Znev_16902	Bo_m.32058
OG0004307	Znev_16903	Bo_m.258123
OG0004308	Znev_16906	Bo_m.120634
OG0004309	Znev_10802	Bo_m.66859
OG0004310	Znev_10804	Bo_m.273857
OG0004311	Znev_10807	Bo_m.60148
OG0004312	Znev_10810	Bo_m.283113
OG0004313	Znev_04415	Bo_m.377432
OG0004314	Znev_04416	Bo_m.130730
OG0004315	Znev_04418	Bo_m.86303
OG0004316	Znev_04419	Bo_m.118526
OG0004317	Znev_04421	Bo_m.159029
OG0004318	Znev_04422	Bo_m.302053
OG0004319	Znev_04423	Bo_m.139436
OG0004320	Znev_04424	Bo_m.302996
OG0004321	Znev_04425	Bo_m.173940
OG0004322	Znev_04426	Bo_m.42004
OG0004323	Znev_04428	Bo_m.171015
OG0004324	Znev_04429	Bo_m.171025
OG0004325	Znev_04435	Bo_m.342970
OG0004326	Znev_04436	Bo_m.202590
OG0004327	Znev_04438	Bo_m.343879
OG0004328	Znev_04439	Bo_m.235229
OG0004329	Znev_04440	Bo_m.73219
OG0004330	Znev_04444	Bo_m.59924
OG0004331	Znev_04447	Bo_m.310351
OG0004332	Znev_04448	Bo_m.285668
OG0004333	Znev_04449	Bo_m.234426
OG0004334	Znev_04450	Bo_m.234424
OG0004335	Znev_04452	Bo_m.323948
OG0004336	Znev_04454	Bo_m.243710
OG0004337	Znev_04455	Bo_m.108202
OG0004338	Znev_04456	Bo_m.302644
OG0004339	Znev_04457	Bo_m.113463
OG0004340	Znev_04458	Bo_m.195409
OG0004341	Znev_17299	Bo_m.38319
OG0004342	Znev_17300	Bo_m.344637
OG0004343	Znev_17301	Bo_m.239218
OG0004344	Znev_06726	Bo_m.353085
OG0004345	Znev_06727	Bo_m.379780
OG0004346	Znev_06733	Bo_m.114703
OG0004347	Znev_06734	Bo_m.114691
OG0004348	Znev_06735	Bo_m.59737
OG0004349	Znev_06738	Bo_m.130552
OG0004350	Znev_06739	Bo_m.373385
OG0004351	Znev_06742	Bo_m.351176
OG0004352	Znev_06743	Bo_m.99887
OG0004353	Znev_06749	Bo_m.129294
OG0004354	Znev_06753	Bo_m.83188
OG0004355	Znev_06756	Bo_m.349256
OG0004356	Znev_06758	Bo_m.67107
OG0004357	Znev_18251	Bo_m.375626
OG0004358	Znev_03118	Bo_m.245887
OG0004359	Znev_03123	Bo_m.129791
OG0004360	Znev_03124	Bo_m.82608
OG0004361	Znev_03125	Bo_m.256732
OG0004362	Znev_03126	Bo_m.139588
OG0004363	Znev_03127	Bo_m.152516
OG0004364	Znev_03129	Bo_m.168532
OG0004365	Znev_03130	Bo_m.361977
OG0004366	Znev_03131	Bo_m.294606
OG0004367	Znev_03133	Bo_m.27401
OG0004368	Znev_03134	Bo_m.337492
OG0004369	Znev_03136	Bo_m.59299
OG0004370	Znev_03138	Bo_m.133359
OG0004371	Znev_03140	Bo_m.32393
OG0004372	Znev_03141	Bo_m.87657
OG0004373	Znev_03142	Bo_m.73305
OG0004374	Znev_03143	Bo_m.133901
OG0004375	Znev_03144	Bo_m.318286
OG0004376	Znev_03145	Bo_m.59273
OG0004377	Znev_03146	Bo_m.314449
OG0004378	Znev_03147	Bo_m.146006
OG0004379	Znev_03150	Bo_m.123893
OG0004380	Znev_03151	Bo_m.91974
OG0004381	Znev_03154	Bo_m.325208
OG0004382	Znev_03155	Bo_m.2810
OG0004383	Znev_03156	Bo_m.282287
OG0004384	Znev_03158	Bo_m.68965
OG0004385	Znev_03160	Bo_m.45807
OG0004386	Znev_03161	Bo_m.144936
OG0004387	Znev_03164	Bo_m.25680
OG0004388	Znev_03166	Bo_m.371738
OG0004389	Znev_03168	Bo_m.371742
OG0004390	Znev_03169	Bo_m.87637
OG0004391	Znev_03170	Bo_m.322663
OG0004392	Znev_03171	Bo_m.215147
OG0004393	Znev_16979	Bo_m.357189
OG0004394	Znev_16980	Bo_m.207160
OG0004395	Znev_16981	Bo_m.257357
OG0004396	Znev_16984	Bo_m.270393
OG0004397	Znev_03493	Bo_m.209299
OG0004398	Znev_03494	Bo_m.68948
OG0004399	Znev_03504	Bo_m.68805
OG0004400	Znev_03508	Bo_m.174569
OG0004401	Znev_03509	Bo_m.269510
OG0004402	Znev_03510	Bo_m.27991
OG0004403	Znev_03511	Bo_m.379888
OG0004404	Znev_03512	Bo_m.137390
OG0004405	Znev_03513	Bo_m.351507
OG0004406	Znev_03514	Bo_m.47340
OG0004407	Znev_03515	Bo_m.159628
OG0004408	Znev_03519	Bo_m.372388
OG0004409	Znev_03520	Bo_m.48031
OG0004410	Znev_03521	Bo_m.265425
OG0004411	Znev_03525	Bo_m.103597
OG0004412	Znev_03527	Bo_m.379110
OG0004413	Znev_03530	Bo_m.130851
OG0004414	Znev_03531	Bo_m.109306
OG0004415	Znev_03540	Bo_m.92740
OG0004416	Znev_03543	Bo_m.79575
OG0004417	Znev_16930	Bo_m.294535
OG0004418	Znev_16931	Bo_m.112499
OG0004419	Znev_16935	Bo_m.108022
OG0004420	Znev_16936	Bo_m.66124
OG0004421	Znev_14843	Bo_m.2610
OG0004422	Znev_14844	Bo_m.202880
OG0004423	Znev_14845	Bo_m.338156
OG0004424	Znev_12429	Bo_m.360476
OG0004425	Znev_12431	Bo_m.48284
OG0004426	Znev_12432	Bo_m.109445
OG0004427	Znev_12433	Bo_m.295135
OG0004428	Znev_12434	Bo_m.62593
OG0004429	Znev_12435	Bo_m.208092
OG0004430	Znev_12437	Bo_m.196413
OG0004431	Znev_12439	Bo_m.120572
OG0004432	Znev_12440	Bo_m.120579
OG0004433	Znev_12441	Bo_m.120541
OG0004434	Znev_12442	Bo_m.33536
OG0004435	Znev_18109	Bo_m.260005
OG0004436	Znev_18110	Bo_m.202492
OG0004437	Znev_11463	Bo_m.125429
OG0004438	Znev_11464	Bo_m.125450
OG0004439	Znev_11467	Bo_m.8272
OG0004440	Znev_11468	Bo_m.317549
OG0004441	Znev_11469	Bo_m.249123
OG0004442	Znev_11472	Bo_m.249159
OG0004443	Znev_11473	Bo_m.180635
OG0004444	Znev_11475	Bo_m.306394
OG0004445	Znev_11477	Bo_m.382438
OG0004446	Znev_11478	Bo_m.202866
OG0004447	Znev_18548	Bo_m.156792
OG0004448	Znev_14650	Bo_m.219878
OG0004449	Znev_14651	Bo_m.186731
OG0004450	Znev_14652	Bo_m.352665
OG0004451	Znev_02007	Bo_m.20795
OG0004452	Znev_02010	Bo_m.154338
OG0004453	Znev_02011	Bo_m.345367
OG0004454	Znev_02012	Bo_m.39435
OG0004455	Znev_02027	Bo_m.96344
OG0004456	Znev_02028	Bo_m.333479
OG0004457	Znev_02030	Bo_m.76536
OG0004458	Znev_02032	Bo_m.334123
OG0004459	Znev_02033	Bo_m.288542
OG0004460	Znev_02035	Bo_m.60398
OG0004461	Znev_02037	Bo_m.168548
OG0004462	Znev_02038	Bo_m.139240
OG0004463	Znev_02040	Bo_m.49497
OG0004464	Znev_02041	Bo_m.275550
OG0004465	Znev_02042	Bo_m.126332
OG0004466	Znev_02044	Bo_m.354053
OG0004467	Znev_02046	Bo_m.381536
OG0004468	Znev_02047	Bo_m.293201
OG0004469	Znev_02051	Bo_m.256822
OG0004470	Znev_02053	Bo_m.17833
OG0004471	Znev_02054	Bo_m.325212
OG0004472	Znev_02055	Bo_m.153103
OG0004473	Znev_02059	Bo_m.59785
OG0004474	Znev_02062	Bo_m.352571
OG0004475	Znev_02063	Bo_m.92087
OG0004476	Znev_17206	Bo_m.76543
OG0004477	Znev_17207	Bo_m.193768
OG0004478	Znev_17208	Bo_m.325213
OG0004479	Znev_17210	Bo_m.361086
OG0004480	Znev_16184	Bo_m.357691
OG0004481	Znev_13417	Bo_m.49031
OG0004482	Znev_13418	Bo_m.121943
OG0004483	Znev_17448	Bo_m.295194
